gene_symbol,entrez_id
EIF6,3692
ELAC1,55520
ELAC2,60528
ELANE,1991
ELAVL1,1994
ELAVL2,1993
ELAVL3,1995
ELAVL4,1996
ELF1,1997
ELF2,1998
ELF3,1999
ELF4,2000
ELF5,2001
ELK1,2002
ELK3,2004
ELK4,2005
ELL,8178
ELL2,22936
ELL3,80237
ELMO1,9844
ELMO2,63916
ELMO3,79767
ELMOD1,643923
ELMOD2,255520
ELMOD3,84173
ELN,2006
ELOF1,84337
ELOVL1,64834
ELOVL2,54898
ELOVL3,83401
ELOVL4,6785
ELOVL5,60481
ELOVL6,79071
ELOVL7,79993
ELP2,55250
ELP3,55140
ELP4,26610
ELSPBP1,64100
ELTD1,64123
EMB,133418
EMC3,55831
EMCN,51705
EMD,2010
EME1,146956
EME2,197342
EMG1,10436
EMID1,129080
EMID2,136227
EMILIN1,11117
EMILIN2,84034
EMILIN3,90187
EML1,2009
EML2,24139
EML3,256364
EML4,27436
EML5,161436
EML6,400954
EMP1,2012
EMP2,2013
EMP3,2014
EMR1,2015
EMR2,30817
EMR3,84658
EMX1,2016
EMX2,2018
EMX2OS,196047
EN1,2019
EN2,2020
ENAH,55740
ENAM,10117
ENC1,8507
ENDOD1,23052
ENDOG,2021
ENG,2022
ENGASE,64772
ENHO,375704
ENKUR,219670
ENO1,2023
ENO2,2026
ENO3,2027
ENOPH1,58478
ENOSF1,55556
ENOX1,55068
ENOX2,10495
ENPEP,2028
ENPP1,5167
ENPP2,5168
ENPP3,5169
ENPP4,22875
ENPP5,59084
ENPP6,133121
ENPP7,339221
ENSA,2029
ENSAP3,100128203
ENTHD1,150350
ENTPD1,953
ENTPD2,954
ENTPD3,956
ENTPD4,9583
ENTPD5,957
ENTPD6,955
ENTPD7,57089
ENTPD8,377841
ENY2,56943
EOMES,8320
EP300,2033
EP400,57634
EP400NL,347918
EPAG,10824
EPAS1,2034
EPB41,2035
EPB41L1,2036
EPB41L2,2037
EPB41L3,23136
EPB41L4A,64097
EPB41L4A-AS1,114915
EPB41L4B,54566
EPB41L5,57669
EPB42,2038
EPB49,2039
EPC1,80314
EPC2,26122
EPCAM,4072
EPDR1,54749
EPGN,255324
EPHA1,2041
EPHA2,1969
EPHA3,2042
EPHA4,2043
EPHA5,2044
EPHA6,285220
EPHA7,2045
EPHA8,2046
EPHB1,2047
EPHB2,2048
EPHB3,2049
EPHB4,2050
EPHB6,2051
EPHX1,2052
EPHX2,2053
EPHX3,79852
EPHX4,253152
EPM2A,7957
EPM2AIP1,9852
EPN1,29924
EPN2,22905
EPN3,55040
EPO,2056
EPOR,2057
EPPK1,83481
EPRS,2058
EPS15,2060
EPS15L1,58513
EPS8,2059
EPS8L1,54869
EPS8L2,64787
EPS8L3,79574
EPSTI1,94240
EPX,8288
EPYC,1833
ERAF,51327
ERAL1,26284
ERAP1,51752
ERAP2,64167
ERAS,3266
ERBB2,2064
ERBB2IP,55914
ERBB3,2065
ERBB4,2066
ERC1,23085
ERC2,26059
ERC2-IT1,711
ERCC1,2067
ERCC2,2068
ERCC3,2071
ERCC4,2072
ERCC5,2073
ERCC6,2074
ERCC6L,54821
ERCC8,1161
EREG,2069
ERF,2077
ERG,2078
ERGIC1,57222
ERGIC2,51290
ERGIC3,51614
ERH,2079
ERI1,90459
ERI2,112479
ERI3,79033
ERICH1,157697
ERICH1-AS1,619343
ERLEC1P1,100288870
ERLIN1,10613
ERLIN2,11160
ERMAP,114625
ERMN,57471
ERMP1,79956
ERN1,2081
ERN2,10595
ERO1L,30001
ERO1LB,56605
ERP27,121506
ERP29,10961
ERP44,23071
ERRFI1,54206
ERVMER34-1,100288413
ERVV-1,147664
ERVWE1,30816
ESAM,90952
ESCO1,114799
ESCO2,157570
ESD,2098
ESF1,51575
ESM1,11082
ESPL1,9700
ESPN,83715
ESPNL,339768
ESR1,2099
ESR2,2100
ESRP1,54845
ESRP2,80004
ESRRA,2101
ESRRB,2103
ESRRG,2104
ESX1,80712
ESYT1,23344
ESYT2,57488
ESYT3,83850
ETAA1,54465
ETF1,2107
ETFA,2108
ETFB,2109
ETFDH,2110
ETHE1,23474
ETNK1,55500
ETNK2,55224
ETS1,2113
ETS2,2114
ETV1,2115
ETV2,2116
ETV3,2117
ETV3L,440695
ETV4,2118
ETV5,2119
ETV6,2120
ETV7,51513
EVC,2121
EVC2,132884
EVI1,2122
EVI2A,2123
EVI2B,2124
EVI5,7813
EVI5L,115704
EVL,51466
EVPL,2125
EVPLL,645027
EVX1,2128
EVX2,344191
EWSR1,2130
EXD1,161829
EXD2,55218
EXD3,54932
EXO1,9156
EXOC1,55763
EXOC2,55770
EXOC3,11336
EXOC3L,283849
EXOC3L2,90332
EXOC4,60412
EXOC5,10640
EXOC6,54536
EXOC6B,23233
EXOC7,23265
EXOC8,149371
EXOG,9941
EXOSC1,51013
EXOSC10,5394
EXOSC2,23404
EXOSC3,51010
EXOSC4,54512
EXOSC5,56915
EXOSC6,118460
EXOSC7,23016
EXOSC8,11340
EXOSC9,5393
EXPH5,23086
EXT1,2131
EXT2,2132
EXTL1,2134
EXTL2,2135
EXTL3,2137
EYA1,2138
EYA2,2139
EYA3,2140
EYA4,2070
EYS,346007
EZH1,2145
EZH2,2146
F10,2159
F11,2160
F11R,50848
F12,2161
F13A1,2162
F13B,2165
F2,2147
F2R,2149
F2RL1,2150
F2RL2,2151
F2RL3,9002
F3,2152
F5,2153
F7,2155
F8,2157
F8A1,8263
F9,2158
FA2H,79152
FAAH,2166
FAAH2,158584
FABP1,2168
FABP12,646486
FABP2,2169
FABP3,2170
FABP4,2167
FABP5,2171
FABP5P3,220832
FABP6,2172
FABP7,2173
FABP9,646480
FADD,8772
FADS1,3992
FADS2,9415
FADS3,3995
FADS6,283985
FAF1,11124
FAF2,23197
FAH,2184
FAHD1,81889
FAHD2A,51011
FAHD2B,151313
FAIM,55179
FAIM2,23017
FAIM3,9214
FAM100A,124402
FAM100B,283991
FAM101A,144347
FAM101B,359845
FAM102A,399665
FAM102B,284611
FAM103A1,83640
FAM104A,84923
FAM104B,90736
FAM105A,54491
FAM105B,90268
FAM106A,80039
FAM107A,11170
FAM107B,83641
FAM108A4,81926
FAM108A4P,648359
FAM108A5P,729495
FAM108B1,51104
FAM108C1,58489
FAM109A,144717
FAM109B,150368
FAM110A,83541
FAM110B,90362
FAM110C,642273
FAM111A,63901
FAM111B,374393
FAM112A,149699
FAM113A,64773
FAM113B,91523
FAM114A1,92689
FAM114A2,10827
FAM115A,9747
FAM115C,285966
FAM116A,201627
FAM116B,414918
FAM117A,81558
FAM117B,150864
FAM118A,55007
FAM118B,79607
FAM119A,151194
FAM119B,25895
FAM120A,23196
FAM120AOS,158293
FAM120B,84498
FAM120C,54954
FAM122A,116224
FAM122B,159090
FAM122C,159091
FAM123A,219287
FAM123B,139285
FAM123C,205147
FAM124A,220108
FAM124B,79843
FAM125A,93343
FAM125B,89853
FAM126A,84668
FAM126B,285172
FAM127A,8933
FAM127B,26071
FAM128B,80097
FAM129A,116496
FAM129B,64855
FAM129C,199786
FAM12A,10876
FAM12B,64184
FAM131A,131408
FAM131B,9715
FAM131C,348487
FAM132A,388581
FAM133A,286499
FAM133B,257415
FAM134A,79137
FAM134B,54463
FAM134C,162427
FAM135A,57579
FAM135B,51059
FAM136A,84908
FAM136BP,387071
FAM138E,641702
FAM13A,10144
FAM13A-AS1,285512
FAM13B,51306
FAM13C,220965
FAM148A,145741
FAM148B,388125
FAM148C,126567
FAM149A,25854
FAM149B1,317662
FAM150A,389658
FAM150B,285016
FAM151A,338094
FAM151B,167555
FAM153A,285596
FAM153B,202134
FAM154A,158297
FAM154B,283726
FAM155A,728215
FAM155B,27112
FAM156A,29057
FAM157A,728262
FAM158A,51016
FAM159A,348378
FAM160A1,729830
FAM160A2,84067
FAM160B1,57700
FAM160B2,64760
FAM161A,84140
FAM161B,145483
FAM162A,26355
FAM162B,221303
FAM163A,148753
FAM164C,79696
FAM166A,401565
FAM166B,730112
FAM167A,83648
FAM167B,84734
FAM168A,23201
FAM168B,130074
FAM169A,26049
FAM169B,283777
FAM170A,340069
FAM171A1,221061
FAM171A2,284069
FAM171B,165215
FAM172A,83989
FAM173A,65990
FAM173B,134145
FAM174A,345757
FAM174B,400451
FAM175A,84142
FAM175B,23172
FAM176A,84141
FAM176B,55194
FAM177A1,283635
FAM177B,400823
FAM178A,55719
FAM178B,51252
FAM179A,165186
FAM179B,23116
FAM180A,389558
FAM181A,90050
FAM181B,220382
FAM182B,728882
FAM183A,440585
FAM183B,340286
FAM184A,79632
FAM184B,27146
FAM185A,222234
FAM186A,121006
FAM186B,84070
FAM187B,148109
FAM188B,84182
FAM188B2,646951
FAM189A1,23359
FAM18A,780776
FAM18B2,201158
FAM190A,401145
FAM196A,642938
FAM197Y2P,252946
FAM197Y3,100132506
FAM197Y9,100132932
FAM19A1,407738
FAM19A2,338811
FAM19A3,284467
FAM19A4,151647
FAM19A5,25817
FAM200B,285550
FAM201A,158228
FAM201B,339742
FAM204A,63877
FAM205B,389715
FAM205CP,100129969
FAM207BP,729535
FAM209A,200232
FAM20A,54757
FAM20B,9917
FAM20C,56975
FAM215A,23591
FAM21A,387680
FAM21C,253725
FAM21D,653450
FAM223A,100132967
FAM226A,203429
FAM22D,728130
FAM22E,283008
FAM22F,54754
FAM22G,441457
FAM23A,653567
FAM24A,118670
FAM24B,196792
FAM25A,643161
FAM25C,644054
FAM26D,221301
FAM26E,254228
FAM26F,441168
FAM27A,548321
FAM27L,284123
FAM32A,26017
FAM33A,348235
FAM35B,54537
FAM36A,116228
FAM38A,9780
FAM38B,63895
FAM3A,60343
FAM3B,54097
FAM3C,10447
FAM3D,131177
FAM40A,85369
FAM40B,57464
FAM41AY2,100302526
FAM41C,284593
FAM43A,131583
FAM43B,163933
FAM45A,404636
FAM46A,55603
FAM46B,115572
FAM46C,54855
FAM46D,169966
FAM47A,158724
FAM47B,170062
FAM47C,442444
FAM47E,100129583
FAM48A,55578
FAM48B1,100130302
FAM48B2,170067
FAM49A,81553
FAM49B,51571
FAM50A,9130
FAM50B,26240
FAM53A,152877
FAM53B,9679
FAM53C,51307
FAM54A,113115
FAM54B,56181
FAM55A,120400
FAM55B,120406
FAM55D,54827
FAM57A,79850
FAM57B,83723
FAM58A,92002
FAM58BP,339521
FAM59A,64762
FAM59B,150946
FAM5B,57795
FAM5C,339479
FAM60A,58516
FAM63A,55793
FAM63B,54629
FAM64A,54478
FAM65A,79567
FAM65B,9750
FAM69A,388650
FAM69B,138311
FAM70A,55026
FAM70B,348013
FAM71A,149647
FAM71B,153745
FAM71C,196472
FAM71E1,112703
FAM71E2,284418
FAM71F1,84691
FAM71F2,346653
FAM72D,728833
FAM73A,374986
FAM73B,84895
FAM74A1,401507
FAM74A2,653114
FAM74A3,728495
FAM74A4,401508
FAM75A2,642265
FAM75A3,727830
FAM75A4,642629
FAM75C1,441452
FAM75D3,389762
FAM75D5,347127
FAM76A,199870
FAM76B,143684
FAM78A,286336
FAM78B,149297
FAM7A3,89837
FAM81A,145773
FAM81B,153643
FAM82A1,151393
FAM82A2,55177
FAM82B,51115
FAM83A,84985
FAM83B,222584
FAM83C,128876
FAM83D,81610
FAM83E,54854
FAM83F,113828
FAM83G,644815
FAM83H,286077
FAM84A,151354
FAM84B,157638
FAM86A,196483
FAM86B1,85002
FAM86C,55199
FAM86DP,692099
FAM88A,387628
FAM89A,375061
FAM89B,23625
FAM8A1,51439
FAM90A1,55138
FAM90A12P,645879
FAM91A1,157769
FAM92A1,137392
FAM92A3,403315
FAM92B,339145
FAM95B1,100133036
FAM96A,84191
FAM96B,51647
FAM98A,25940
FAM98B,283742
FAM98C,147965
FAM9A,171482
FAM9B,171483
FAM9C,171484
FANCA,2175
FANCB,2187
FANCC,2176
FANCD2,2177
FANCE,2178
FANCF,2188
FANCG,2189
FANCI,55215
FANCL,55120
FANCM,57697
FANK1,92565
FAP,2191
FAR1,84188
FAR2,55711
FARP1,10160
FARP2,9855
FARS2,10667
FARSA,2193
FARSB,10056
FAS,355
FASLG,356
FASN,2194
FASTK,10922
FASTKD1,79675
FASTKD2,22868
FASTKD3,79072
FASTKD5,60493
FAT1,2195
FAT2,2196
FAT3,120114
FAT4,79633
FATE1,89885
FAU,2197
FAXC,84553
FBF1,85302
FBLIM1,54751
FBLN1,2192
FBLN2,2199
FBLN5,10516
FBLN7,129804
FBN1,2200
FBN2,2201
FBN3,84467
FBP1,2203
FBP2,8789
FBRS,64319
FBRSL1,57666
FBXL12,54850
FBXL13,222235
FBXL14,144699
FBXL15,79176
FBXL16,146330
FBXL17,64839
FBXL18,80028
FBXL19,54620
FBXL19-AS1,283932
FBXL2,25827
FBXL20,84961
FBXL21,26223
FBXL22,283807
FBXL3,26224
FBXL4,26235
FBXL5,26234
FBXL6,26233
FBXL7,23194
FBXL8,55336
FBXO10,26267
FBXO11,80204
FBXO15,201456
FBXO16,157574
FBXO17,115290
FBXO18,84893
FBXO2,26232
FBXO21,23014
FBXO22,26263
FBXO24,26261
FBXO25,26260
FBXO27,126433
FBXO28,23219
FBXO3,26273
FBXO30,84085
FBXO31,79791
FBXO32,114907
FBXO33,254170
FBXO34,55030
FBXO36,130888
FBXO38,81545
FBXO39,162517
FBXO4,26272
FBXO40,51725
FBXO41,150726
FBXO42,54455
FBXO43,286151
FBXO44,93611
FBXO45,200933
FBXO46,23403
FBXO47,494188
FBXO48,554251
FBXO5,26271
FBXO6,26270
FBXO7,25793
FBXO8,26269
FBXO9,26268
FBXW10,10517
FBXW11,23291
FBXW12,285231
FBXW2,26190
FBXW4,6468
FBXW4P1,26226
FBXW5,54461
FBXW7,55294
FBXW8,26259
FBXW9,84261
FCAMR,83953
FCAR,2204
FCER1A,2205
FCER1G,2207
FCER2,2208
FCF1,51077
FCGBP,8857
FCGR1A,2209
FCGR1B,2210
FCGR2A,2212
FCGR2B,2213
FCGR3A,2214
FCGR3B,2215
FCGRT,2217
FCHO1,23149
FCHO2,115548
FCHSD1,89848
FCHSD2,9873
FCN1,2219
FCN2,2220
FCN3,8547
FCRL1,115350
FCRL2,79368
FCRL3,115352
FCRL4,83417
FCRL5,83416
FCRL6,343413
FCRLA,84824
FCRLB,127943
FDFT1,2222
FDPS,2224
FDPSL2A,619190
FDX1,2230
FDX1L,112812
FDXACB1,91893
FDXR,2232
FECH,2235
FEM1A,55527
FEM1B,10116
FEM1C,56929
FEN1,2237
FER,2241
FER1L4,80307
FER1L5,90342
FER1L6,654463
FER1L6-AS2,157376
FERD3L,222894
FERMT1,55612
FERMT3,83706
FES,2242
FETUB,26998
FEV,54738
FEZ1,9638
FEZ2,9637
FEZF1,389549
FEZF2,55079
FFAR1,2864
FFAR2,2867
FGA,2243
FGB,2244
FGD1,2245
FGD2,221472
FGD3,89846
FGD4,121512
FGD5,152273
FGD6,55785
FGF1,2246
FGF10,2255
FGF11,2256
FGF12,2257
FGF13,2258
FGF14,2259
FGF16,8823
FGF17,8822
FGF18,8817
FGF19,9965
FGF2,2247
FGF20,26281
FGF21,26291
FGF22,27006
FGF23,8074
FGF3,2248
FGF4,2249
FGF5,2250
FGF6,2251
FGF7,2252
FGF8,2253
FGF9,2254
FGFBP1,9982
FGFBP2,83888
FGFBP3,143282
FGFR1,2260
FGFR1OP,11116
FGFR1OP2,26127
FGFR2,2263
FGFR3,2261
FGFR4,2264
FGFRL1,53834
FGG,2266
FGGY,55277
FGL1,2267
FGL2,10875
FGR,2268
FH,2271
FHAD1,114827
FHDC1,85462
FHIT,2272
FHL1,2273
FHL2,2274
FHL3,2275
FHL5,9457
FHOD1,29109
FHOD3,80206
FIBCD1,84929
FIBIN,387758
FIBP,9158
FICD,11153
FIG4,9896
FIGF,2277
FIGLA,344018
FIGN,55137
FIGNL1,63979
FIGNL2,401720
FILIP1,27145
FILIP1L,11259
FIP1L1,81608
FIS1,51024
FITM1,161247
FITM2,128486
FIZ1,84922
FJX1,24147
FKBP10,60681
FKBP11,51303
FKBP14,55033
FKBP15,23307
FKBP1A,2280
FKBP1B,2281
FKBP2,2286
FKBP3,2287
FKBP4,2288
FKBP5,2289
FKBP6,8468
FKBP7,51661
FKBP8,23770
FKBP9,11328
FKBP9L,360132
FKBPL,63943
FKRP,79147
FKSG2,59347
FKSG29,100131561
FKTN,2218
FLAD1,80308
FLCN,201163
FLG,2312
FLG2,388698
FLI1,2313
FLII,2314
FLJ10038,55056
FLJ11235,54508
FLJ11292,55338
FLJ13744,80078
FLJ14107,80094
FLJ14186,401149
FLJ16124,440867
FLJ20518,647476
FLJ23867,200058
FLJ25363,401082
FLJ25758,497049
FLJ27352,145788
FLJ30679,146512
FLJ30901,150378
FLJ31715,152048
FLJ32154,149650
FLJ32742,439944
FLJ32756,642757
FLJ33996,283401
FLJ34521,646383
FLJ35390,255031
FLJ35934,400579
FLJ36000,284124
FLJ36848,647115
FLJ37201,283011
FLJ37396,285754
FLJ37798,401264
FLJ38379,285097
FLJ38576,651430
FLJ38668,644903
FLJ38723,255180
FLJ39061,165057
FLJ39653,202020
FLJ40292,643210
FLJ40453,100288254
FLJ40536,399819
FLJ40712,401044
FLJ41350,399806
FLJ42627,645644
FLJ44635,392490
FLJ45079,400624
FLJ45248,401472
FLJ45340,402483
FLJ45445,399844
FLJ45482,645566
FLJ45513,729220
FLJ77644,728772
FLJ90680,400926
FLNA,2316
FLNB,2317
FLNC,2318
FLOT1,10211
FLOT2,2319
FLRT1,23769
FLRT2,23768
FLRT3,23767
FLT1,2321
FLT3,2322
FLT3LG,2323
FLT4,2324
FLVCR1,28982
FLVCR1-AS1,642946
FLVCR2,55640
FLYWCH1,84256
FLYWCH2,114984
FMN1,342184
FMN2,56776
FMNL1,752
FMNL2,114793
FMNL3,91010
FMO1,2326
FMO2,2327
FMO3,2328
FMO4,2329
FMO5,2330
FMO9P,116123
FMOD,2331
FMR1,2332
FMR1NB,158521
FN1,2335
FN3K,64122
FN3KRP,79672
FNBP1,23048
FNBP1L,54874
FNBP4,23360
FNDC1,84624
FNDC3A,22862
FNDC3B,64778
FNDC4,64838
FNDC5,252995
FNDC7,163479
FNDC8,54752
FNIP1,96459
FNIP2,57600
FNTA,2339
FNTB,2342
FOLH1,2346
FOLH1B,219595
FOLR1,2348
FOLR2,2350
FOLR3,2352
FOLR4,390243
FOS,2353
FOSB,2354
FOSL1,8061
FOSL2,2355
FOXA1,3169
FOXA2,3170
FOXA3,3171
FOXB1,27023
FOXB2,442425
FOXC1,2296
FOXC2,2303
FOXD2,2306
FOXD3,27022
FOXD4,2298
FOXD4L3,286380
FOXD4L4,349334
FOXE1,2304
FOXE3,2301
FOXF1,2294
FOXF2,2295
FOXG1B,2290
FOXH1,8928
FOXI1,2299
FOXI2,399823
FOXI3,344167
FOXJ1,2302
FOXJ2,55810
FOXJ3,22887
FOXK1,221937
FOXK2,3607
FOXL1,2300
FOXL2,668
FOXM1,2305
FOXN1,8456
FOXN2,3344
FOXN3,1112
FOXN4,121643
FOXO1,2308
FOXO3,2309
FOXO4,4303
FOXP1,27086
FOXP2,93986
FOXP3,50943
FOXP4,116113
FOXQ1,94234
FOXR1,283150
FOXR2,139628
FOXRED1,55572
FOXRED2,80020
FOXS1,2307
FP588,92973
FPGS,2356
FPGT,8790
FPR1,2357
FPR2,2358
FPR3,2359
FRAS1,80144
FRAT1,10023
FRAT2,23401
FREM1,158326
FREM2,341640
FREM3,166752
FREQ,23413
FRG1,2483
FRG1B,284802
FRG2,448831
FRG2C,100288801
FRK,2444
FRMD1,79981
FRMD3,257019
FRMD4A,55691
FRMD4B,23150
FRMD5,84978
FRMD6,122786
FRMD7,90167
FRMD8,83786
FRMPD1,22844
FRMPD2,143162
FRMPD3,84443
FRMPD4,9758
FRRS1,391059
FRRS1L,23732
FRS2,10818
FRS3,10817
FRY,10129
FRYL,285527
FRZB,2487
FSCB,84075
FSCN1,6624
FSCN2,25794
FSCN3,29999
FSD1,79187
FSD1L,83856
FSD2,123722
FSHB,2488
FSHR,2492
FSIP1,161835
FSIP2,401024
FST,10468
FSTL1,11167
FSTL3,10272
FSTL4,23105
FSTL5,56884
FTCD,10841
FTH1P14,139431
FTH1P20,729009
FTHL16,2495
FTHL17,53940
FTL,2512
FTLP17,642337
FTMT,94033
FTO,79068
FTSJ1,24140
FTSJ2,29960
FTSJ3,117246
FTSJD1,55783
FTSJD2,23070
FUBP1,8880
FUBP3,8939
FUCA1,2517
FUCA2,2519
FUK,197258
FUNDC1,139341
FUNDC2,65991
FURIN,5045
FUS,2521
FUSIP1,10772
FUT1,2523
FUT10,84750
FUT11,170384
FUT2,2524
FUT3,2525
FUT4,2526
FUT5,2527
FUT6,2528
FUT7,2529
FUT8,2530
FUT9,10690
FUZ,80199
FXC1,26515
FXN,2395
FXR1,8087
FXR2,9513
FXYD1,5348
FXYD2,486
FXYD3,5349
FXYD4,53828
FXYD5,53827
FXYD6,53826
FXYD7,53822
FYB,2533
FYCO1,79443
FYN,2534
FYTTD1,84248
FZD1,8321
FZD10,11211
FZD2,2535
FZD3,7976
FZD4,8322
FZD5,7855
FZD6,8323
FZD7,8324
FZD8,8325
FZD9,8326
FZR1,51343
G0S2,50486
G2E3,55632
G3BP1,10146
G3BP2,9908
G6PC,2538
G6PC2,57818
G6PC3,92579
G6PD,2539
GAA,2548
GAB1,2549
GAB2,9846
GAB3,139716
GAB4,128954
GABARAP,11337
GABARAPL2,11345
GABARAPL3,23710
GABBR1,2550
GABBR2,9568
GABPA,2551
GABPB1,2553
GABPB1-AS1,100129387
GABPB2,126626
GABRA1,2554
GABRA2,2555
GABRA3,2556
GABRA4,2557
GABRA5,2558
GABRA6,2559
GABRB1,2560
GABRB2,2561
GABRB3,2562
GABRD,2563
GABRE,2564
GABRG1,2565
GABRG2,2566
GABRG3,2567
GABRP,2568
GABRQ,55879
GABRR1,2569
GABRR2,2570
GABRR3,200959
GAD1,2571
GAD2,2572
GADD45A,1647
GADD45B,4616
GADD45G,10912
GADD45GIP1,90480
GADL1,339896
GAFA1,100131227
GAFA2,100130322
GAFA3,100128236
GAGE10,643832
GAGE12G,645073
GAGE12J,729396
GAGE2C,2574
GAGE3,2575
GAGE4,2576
GAGE6,2578
GAK,2580
GAL,51083
GAL3ST1,9514
GAL3ST2,64090
GAL3ST3,89792
GAL3ST4,79690
GALC,2581
GALE,2582
GALK1,2584
GALK2,2585
GALM,130589
GALNS,2588
GALNT1,2589
GALNT10,55568
GALNT11,63917
GALNT12,79695
GALNT13,114805
GALNT14,79623
GALNT2,2590
GALNT3,2591
GALNT4,8693
GALNT5,11227
GALNT6,11226
GALNT7,51809
GALNT8,26290
GALNT9,50614
GALNTL1,57452
GALNTL2,117248
GALNTL4,374378
GALNTL5,168391
GALNTL6,442117
GALP,85569
GALR1,2587
GALR2,8811
GALR3,8484
GALT,2592
GAMT,2593
GAN,8139
GANAB,23193
GANC,2595
GAP43,2596
GAPDH,2597
GAPDHS,26330
GAPT,202309
GAPVD1,26130
GAR1,54433
GARNL1,253959
GARNL3,84253
GARNL4,23108
GARS,2617
GART,2618
GAS1,2619
GAS2,2620
GAS2L1,10634
GAS2L2,246176
GAS2L3,283431
GAS5,60674
GAS6,2621
GAS7,8522
GAS8,2622
GAST,2520
GATA1,2623
GATA2,2624
GATA3,2625
GATA4,2626
GATA5,140628
GATA6,2627
GATAD1,57798
GATAD2A,54815
GATAD2B,57459
GATC,283459
GATM,2628
GATS,352954
GATSL3,652968
GBA,2629
GBA2,57704
GBA3,57733
GBAP,2630
GBAS,2631
GBE1,2632
GBF1,8729
GBGT1,26301
GBP1,2633
GBP2,2634
GBP3,2635
GBP4,115361
GBP5,115362
GBP6,163351
GBP7,388646
GBX1,2636
GBX2,2637
GC,2638
GCA,25801
GCAT,23464
GCC1,79571
GCC2,9648
GCDH,2639
GCET2,257144
GCG,2641
GCGR,2642
GCH1,2643
GCHFR,2644
GCK,2645
GCKR,2646
GCLC,2729
GCLM,2730
GCM1,8521
GCM2,9247
GCN1L1,10985
GCNT1,2650
GCNT2,2651
GCNT3,9245
GCNT4,51301
GCNT7,140687
GCOM1,145781
GCSH,2653
GDA,9615
GDAP1,54332
GDAP1L1,78997
GDAP2,54834
GDE1,51573
GDF1,2657
GDF10,2662
GDF11,10220
GDF15,9518
GDF2,2658
GDF3,9573
GDF5,8200
GDF6,392255
GDF7,151449
GDF9,2661
GDI1,2664
GDI2,2665
GDNF,2668
GDPD1,284161
GDPD2,54857
GDPD3,79153
GDPD4,220032
GDPD5,81544
GEFT,115557
GEM,2669
GEMIN4,50628
GEMIN5,25929
GEMIN6,79833
GEMIN7,79760
GEMIN8,54960
GEMIN8P4,492303
GEN1,348654
GFAP,2670
GFER,2671
GFI1,2672
GFI1B,8328
GFM1,85476
GFM2,84340
GFOD1,54438
GFOD2,81577
GFPT1,2673
GFPT2,9945
GFRA1,2674
GFRA2,2675
GFRA3,2676
GFRA4,64096
GFRAL,389400
GGA1,26088
GGA2,23062
GGA3,23163
GGCT,79017
GGCX,2677
GGH,8836
GGN,199720
GGNBP1,449520
GGNBP2,79893
GGPS1,9453
GGT1,2678
GGT2,728441
GGT3P,2679
GGT5,2687
GGT6,124975
GGT7,2686
GGT8P,645367
GGTA1,2681
GGTLA3,92086
GGTLC2,91227
GH1,2688
GH2,2689
GHDC,84514
GHITM,27069
GHR,2690
GHRH,2691
GHRHR,2692
GHRL,51738
GHRLOS,100126793
GHRLOS2,84657
GHSR,2693
GIF,2694
GIGYF1,64599
GIGYF2,26058
GIMAP1,170575
GIMAP2,26157
GIMAP4,55303
GIMAP5,55340
GIMAP6,474344
GIMAP7,168537
GIMAP8,155038
GIN1,54826
GINS1,9837
GINS2,51659
GINS3,64785
GINS4,84296
GIP,2695
GIPC1,10755
GIPC2,54810
GIPC3,126326
GIPR,2696
GIT1,28964
GIT2,9815
GIYD2,548593
GJA1,2697
GJA10,84694
GJA3,2700
GJA4,2701
GJA5,2702
GJA8,2703
GJA9,81025
GJB1,2705
GJB2,2706
GJB3,2707
GJB4,127534
GJB5,2709
GJB6,10804
GJB7,375519
GJC1,10052
GJC2,57165
GJC3,349149
GJD2,57369
GJD3,125111
GJD4,219770
GK,2710
GK2,2712
GK3P,2713
GK5,256356
GKAP1,80318
GKN1,56287
GKN2,200504
GLA,2717
GLB1,2720
GLB1L,79411
GLB1L2,89944
GLB1L3,112937
GLCCI1,113263
GLCE,26035
GLDC,2731
GLDN,342035
GLE1,2733
GLG1,2734
GLI1,2735
GLI2,2736
GLI3,2737
GLI4,2738
GLIPR1L1,256710
GLIPR1L2,144321
GLIPR2,152007
GLIS1,148979
GLIS2,84662
GLIS3,169792
GLIS3-AS1,84850
GLMN,11146
GLO1,2739
GLOD4,51031
GLOD5,392465
GLP1R,2740
GLP2R,9340
GLRA1,2741
GLRA2,2742
GLRA3,8001
GLRA4,441509
GLRB,2743
GLRX,2745
GLRX2,51022
GLRX3,10539
GLRX5,51218
GLS,2744
GLS2,27165
GLT1D1,144423
GLT25D1,79709
GLT25D2,23127
GLT6D1,360203
GLT8D1,55830
GLT8D2,83468
GLT8D3,283464
GLTP,51228
GLTPD1,80772
GLTPD2,388323
GLTSCR1,29998
GLTSCR2,29997
GLUD1,2746
GLUD2,2747
GLUL,2752
GLYAT,10249
GLYATL1,92292
GLYATL1P2,100129933
GLYATL1P4,643637
GLYATL2,219970
GLYATL3,389396
GLYCAM1,644076
GLYCTK,132158
GM2A,2760
GMCL1,64395
GMCL1P1,64396
GMDS,2762
GMEB1,10691
GMEB2,26205
GMFB,2764
GMFG,9535
GMIP,51291
GML,2765
GMNN,51053
GMPPA,29926
GMPPB,29925
GMPR,2766
GMPR2,51292
GMPS,8833
GNA11,2767
GNA12,2768
GNA13,10672
GNA14,9630
